adress,area,floor,price,rooms,floors_total,year,latitude,longitude
"Россия, Самара, улица Георгия Димитрова, 39",35.0,7/9,1670000,1,9,1979,53.254769,50.237447
"Россия, Самара, Ново-Вокзальная улица, 161",106.0,1/9,4650000,3,10,1999,53.233538,50.2247
"Россия, Самара, проспект Карла Маркса, 322",32.0,4/5,1650000,1,5,1967,53.234998,50.231239
"Россия, Самара, Красноглинский район, посёлок Управленческий, Крайняя улица, 18",30.0,5/5,1500000,1,5,1973,53.340828,50.224008
"Россия, Самара, Вольская улица, 89",48.5,9/16,3500000,1,18,2009,53.220309,50.246457
"Россия, Самара, Демократическая улица, 3",66.5,6/12,3050000,3,12,1983,53.261012,50.217136
"Россия, Самара, Чернореченская улица, 42",53.0,9/9,3580000,2,9,1983,53.200636,50.147373
"Россия, Самара, Молодёжная улица, 8Б, подъезд 2",63.0,14/16,4900000,2,17,1994,53.258787,50.219633
"Россия, Самара, улица Шверника, 19А",75.0,12/16,3800000,1,9,1988,53.244559,50.192926
"Россия, Самара, Ташкентская улица, 162",33.5,1/9,1650000,1,9,1975,53.256148,50.24069
"Россия, Самара, Самарская улица, 90",98.0,2/2,3070000,3,,,53.190898,50.103679
"Россия, Самара, Нагорная улица, 145",93.0,5/10,5490000,3,10,2006,53.232972,50.251919
"Россия, Самара, проспект Кирова, 367",62.0,9/9,2898000,3,9,1972,53.246342,50.230081
"Россия, Самара, Ставропольская улица, 163",30.7,4/5,2300000,1,5,1972,53.232729,50.256788
"Россия, Самара, улица Тухачевского, 40А, подъезд 1",47.1,24/25,2350000,1,12,1985,53.190003,50.148352
"Россия, Самара, Зубчаниновское шоссе, 159",62.0,4/5,2900000,4,5,1974,53.22756,50.292801
"Россия, Самара, Октябрьский район, 3-й проезд, 50",32.3,17/19,2180000,1,,,53.204255,50.180539
"Россия, Самара, улица Георгия Димитрова, 98",73.0,4/9,4050000,3,9,1981,53.257187,50.225921
"Россия, Самара, Красноглинский район, посёлок Управленческий, улица Сергея Лазо, 46",58.0,2/5,2499000,3,5,1962,53.346968,50.22761
"Россия, Самара, Воронежская улица, 236",45.8,1/5,1800000,2,5,1967,53.242457,50.2163
"Россия, Самара, Арцыбушевская улица, 87",46.0,1/2,2500000,2,2,1914,53.19543,50.117423
"Россия, Самара, Некрасовская улица, 43",118.0,2/5,8900000,3,,1,53.188881,50.095684
"Россия, Самара, улица Промышленности, 299",31.0,4/5,1900000,1,5,1969,53.199012,50.224655
"Россия, Самара, Красноглинский район, посёлок Управленческий, Красноглинское шоссе",42.8,3/5,1750000,2,5,1964,53.350015,50.224134
"Россия, Самара, проспект Карла Маркса, 4А",90.0,12/20,6200000,3,25,2015,53.191335,50.1345
"Россия, Самара, Красноглинский район, посёлок Красная Глинка, Батайская улица, 20",43.0,15/16,2250000,1,16,2010,53.393376,50.171528
"Россия, Самара, улица Победы, 92А",40.0,6/9,2300000,1,5,1956,53.212695,50.247229
"Россия, Самара, улица Гагарина, 94",44.0,1/5,2300000,2,5,1961,53.20151,50.204443
"Россия, Самара, Пензенская улица, 43",31.0,5/9,2300000,1,9,1992,53.18805,50.1383
"Россия, Самара, Ленинская улица, 310",67.0,13/17,6500000,2,,2008,53.202723,50.124187
"Россия, Самара, переулок Репина, 4",67.4,3/3,3700000,3,3,1956,53.185141,50.095953
"Россия, Самара, Лесная улица, 31",210.0,6/18,23000000,4,18,2004,53.214906,50.134536
"Россия, Самара, Нагорная улица, 136А",77.3,7/10,3700000,3,10,2001,53.23447,50.252278
"Россия, Самара, улица Советской Армии, 151",91.0,3/10,5700000,3,10,1,53.217688,50.209312
"Россия, Самара, улица Лейтенанта Шмидта, 10",39.0,15/17,2850000,1,1,1926,53.225145,50.152143
"Россия, Самара, улица Георгия Димитрова, 98",32.3,7/9,2100000,1,9,1981,53.257187,50.225921
"Россия, Самара, улица Ерошевского, 78",60.2,5/5,3900000,3,5,1976,53.211746,50.166857
"Россия, Самара, улица Челюскинцев, 17",44.7,8/9,3800000,2,9,1973,53.207901,50.142657
"Россия, Самара, улица 22 Партсъезда, 8",41.0,2/5,2000000,2,5,1983,53.192792,50.25058
"Россия, Самара, Демократическая улица, 39",68.0,5/5,4850000,2,5,2008,53.267642,50.222238
"Россия, Самара, Революционная улица, 4",40.0,14/22,3350000,0,1,1913,53.217257,50.163866
"Россия, Самара, посёлок Соцгород, улица Игоря Егорова, 9",73.6,4/5,2620000,3,5,1997,53.107741,50.084581
"Россия, Самара, Куйбышевский район, посёлок Совхоз Волгарь, Новокомсомольская улица, 42, подъезд 1",48.0,4/10,2450000,1,10,2010,53.148865,50.090159
"Россия, Самара, Молодогвардейская улица, 232",59.3,2/6,5300000,2,6,1980,53.206704,50.119848
"Россия, Самара, улица Георгия Ратнера, 23",46.0,2/5,2280000,2,5,1961,53.211304,50.222714
"Россия, Самара, проспект Карла Маркса, 6",72.0,9/9,4149000,3,9,1989,53.192684,50.137114
"Россия, Самара, Молодогвардейская улица, 69",31.0,3/3,2100000,1,3,1888,53.18901,50.098028
"Россия, Самара, проспект Карла Маркса, 4Б",39.0,14/24,3500000,1,25,2017,53.192107,50.134069
"Россия, Самара, проспект Кирова, 36А",33.1,9/9,1170000,2,9,1975,53.213828,50.266714
"Россия, Самара, Черемшанская улица, 137",82.3,6/9,4700369,4,9,1986,53.23571,50.250715
"Россия, Самара, 7-я просека, 100",37.4,5/18,2950000,1,21,2014,53.25556,50.198424
"Россия, Самара, Московское шоссе, 123",21.4,4/9,1650000,1,9,1977,53.237655,50.208665
"Россия, Самара, улица Фадеева, 59",48.0,4/9,3000000,2,,1,53.23495,50.212177
"Россия, Самара, Ташкентская улица, 180",63.0,4/5,3300000,3,5,1970,53.257828,50.239764
"Россия, Самара, Молодёжная улица, 18",42.0,3/25,3200000,1,27,2016,53.259875,50.222795
"Россия, Самарская область, Волжский район, жилой район Южный Город - 1, Раздольная улица, 3",35.0,4/5,1800000,1,5,2014,53.117524,50.156284
"Россия, Самара, Молодогвардейская улица, 103А",80.0,1/2,4000000,2,9,1970,53.191233,50.100058
"Россия, Самара, улица Победы, 7Ак1",22.7,2/5,1250000,2,5,1969,53.204293,50.230988
"Россия, Самара, Ставропольская улица, 202",48.7,4/10,3090000,1,10,2007,53.232023,50.253113
"Россия, Самара, Ленинская улица, 202",87.0,2/10,6890000,3,10,1999,53.197059,50.112608
"Россия, Самара, Краснодонская улица, 10",44.1,11/27,2513700,1,,,53.215769,50.261701
"Россия, Самара, проспект Карла Маркса, 483, подъезд 2",61.0,9/9,2680000,3,9,1974,53.246714,50.263687
"Россия, Самара, Волжское шоссе, 115",85.7,3/10,4990000,3,10,2009,53.276856,50.262222
"Россия, Самара, Некрасовская улица, 77",35.2,4/5,2800000,1,5,1972,53.187278,50.102205
"Россия, Самара, улица Стара Загора, 142Б",64.0,2/16,4199000,2,16,1,53.247603,50.237411
"Россия, Самара, улица Чкалова, 72",152.0,7/8,9400000,3,11,2015,53.201364,50.123424
"Россия, Самара, улица Гагарина, 73",56.0,3/5,3100000,3,5,1961,53.200296,50.188605
"Россия, Самара, Демократическая улица, 2Б",98.0,20/20,6500000,3,20,2007,53.261437,50.213641
"Россия, Самара, Подшипниковая улица, 2",74.0,1/4,4200000,2,3,1954,53.206833,50.15941
"Россия, Самара, улица Антонова-Овсеенко, 2",31.5,5/5,1850000,1,5,1965,53.21303,50.191184
"Россия, Самара, проспект Карла Маркса, 217",49.7,2/2,2250000,2,2,1957,53.216427,50.194516
"Россия, Самара, Ташкентская улица, 204",59.1,1/9,3300000,3,9,1980,53.261761,50.236602
"Россия, Самара, Съездовская улица, 8",72.0,1/10,4080000,3,10,1995,53.207184,50.186746
"Россия, Самара, посёлок Рубежный, улица Воздушного Флота, 17",25.4,2/2,750000,1,2,1962,53.134994,50.237222
"Россия, Самара, улица Мечникова, 5",37.5,15/23,1850000,1,19,2016,53.186339,50.134868
"Россия, Самара, проспект Кирова, 286",60.0,5/5,2700000,3,5,1969,53.247323,50.221502
"Россия, Самара, Владимирская улица, 22, подъезд 1",30.0,1/9,1920000,1,9,1978,53.199562,50.133404
"Россия, Самарская область, Волжский район, село Рождествено, Ново-Садовая улица",72.0,1/9,5000000,3,9,1971,53.235095,50.054667
"Россия, Самара, Славный переулок, 8",36.0,1/2,1780000,1,2,1953,53.215267,50.248757
"Россия, Самара, улица Скляренко, 11",42.0,2/5,2600000,2,5,1967,53.213704,50.155808
"Россия, Самара, Осетинская улица, 11",38.0,11/16,1950000,1,16,2016,53.15042,50.074079
"Россия, Самара, улица Шверника, 22",48.0,1/12,2500000,1,12,1988,53.242791,50.194175
"Россия, Самара, улица Мориса Тореза, 57",56.0,1/5,3050000,3,5,1962,53.196094,50.180583
"Россия, Самара, улица Георгия Димитрова, 7",30.8,2/5,1900000,1,5,1971,53.251428,50.238875
"Россия, Самара, улица Стара Загора, 121",60.0,6/9,3200000,3,9,1968,53.233327,50.217729
"Россия, Самара, Солнечная улица, 18",67.0,7/25,4750000,2,27,2016,53.241994,50.185731
"Россия, Самара, улица Шверника, 5",69.5,5/12,3850000,3,12,1989,53.244618,50.197319
"Россия, Самара, улица Водников, 44",65.0,3/5,3100000,3,5,1981,53.183015,50.078149
