adress,area,floor,?,price,rooms,floors_total,year,latitude,longitude
"Россия, Санкт-Петербург, улица Союза Печатников, 13-15",93.0,5/6,14809,11160000,3,,,59.923559,30.290518
"Россия, Санкт-Петербург, Вязовая улица, 8",84.9,3/9,10689,27500000,2,10,2017,59.967691,30.276109
"Россия, Санкт-Петербург, Выборгское шоссе, 35к1",37.0,2/24,14701,4570000,2,24,2013,60.066091,30.302393
"Россия, Санкт-Петербург, улица Черкасова, 2",67.8,10/10,6123,7450000,3,10,1988,60.024864,30.420567
"Россия, Санкт-Петербург, посёлок Парголово, Юкковское шоссе, 8к5",80.0,1/9,6507,5940000,2,14,2011,60.106782,30.268742
"Россия, Санкт-Петербург, 1-я линия Васильевского острова, 6",107.0,2/4,10388,14000000,4,,,59.939776,30.292099
"Россия, Санкт-Петербург, Петергоф, Парковая улица, 16",36.5,3/5,10576,3600000,1,5,2013,59.859682,29.936141
"Россия, Санкт-Петербург, набережная реки Смоленки, 3к1",47.0,7/10,13417,8250000,1,13,2015,59.949469,30.264035
"Россия, Санкт-Петербург, Подрезова улица, 7",54.0,1/5,15439,6300000,2,5,1912,59.963967,30.305484
"Россия, Санкт-Петербург, Богатырский проспект, 63",48.6,16/18,9853,5500000,1,18,2010,60.008698,30.202132
"Россия, Санкт-Петербург, улица Маршала Тухачевского, 23",55.0,13/17,7153,5425000,1,16,2017,59.968263,30.428346
"Россия, Санкт-Петербург, проспект Космонавтов, 52к2",31.0,5/5,7319,3850000,1,5,1964,59.846861,30.356858
"Россия, Санкт-Петербург, улица Адмирала Черокова, 18к3",25.0,5/19,8512,3400000,0,19,2014,59.851851,30.142179
"Россия, Санкт-Петербург, проспект Энергетиков, 9к1",34.0,5/22,15577,5260000,1,24,2016,59.937761,30.436278
"Россия, Санкт-Петербург, Лиговский проспект, 68",89.2,2/5,6248,9600000,3,4,1916,59.922508,30.355906
"Россия, Санкт-Петербург, Уральская улица, 6",105.0,4/10,6708,12345000,3,12,2018,59.951101,30.265248
"Россия, Санкт-Петербург, Мебельная улица",23.3,21/25,16164,4100000,0,25,2011,59.993419,30.222883
"Россия, Санкт-Петербург, проспект Тореза, 95",107.0,5/16,9134,15800000,3,16,2004,60.029413,30.322291
"Россия, Санкт-Петербург, проспект Народного Ополчения, 149А",27.5,11/19,9553,3399000,0,,2018,59.831367,30.248378
"Россия, Ленинградская область, Всеволожский район, Мурино, бульвар Менделеева, 7к2",25.0,9/16,10024,3150000,0,17,2015,60.052223,30.431625
"Россия, Санкт-Петербург, улица Ушинского, 21",71.0,7/9,11898,7490000,3,9,1972,60.034263,30.412167
"Россия, Санкт-Петербург, улица Есенина, 1к1",63.5,25/25,6511,8000000,2,25,2009,60.028928,30.330502
"Россия, Санкт-Петербург, Колпинский район, посёлок Металлострой, Плановая улица, 4",31.3,2/5,10968,2500000,1,5,1963,59.806179,30.580799
"Россия, Санкт-Петербург, Выборгское шоссе, 15",46.1,18/19,8390,8700000,2,28,2012,60.05295,30.311862
"Россия, Санкт-Петербург, Туристская улица",61.0,1/25,7458,5700000,2,25,2009,59.99701,30.208088
"Россия, Санкт-Петербург, Выборгское шоссе, 27к3",50.0,14/22,12446,4750000,1,25,2007,60.06121,30.30728
"Россия, Санкт-Петербург, улица Композиторов, 18",38.0,11/25,7712,4699999,0,25,2010,60.056481,30.312176
"Россия, Санкт-Петербург, проспект Ветеранов, 108к1",57.0,14/16,12591,6200000,2,16,2004,59.832819,30.206031
"Россия, Санкт-Петербург, 5-й Предпортовый проезд, 2",25.6,3/18,9063,3880000,0,,,59.840849,30.312383
"Россия, Санкт-Петербург, проспект Маршала Блюхера, 9к1",42.4,6/16,7162,4950000,1,17,2017,59.980128,30.376738
"Россия, Санкт-Петербург, Арцеуловская аллея, 23к1",36.0,19/21,9427,4400000,1,21,2017,60.042415,30.224716
"Россия, Санкт-Петербург, Пушкинский район, посёлок Шушары, Вишерская улица, 3к2",30.8,21/24,7595,4450000,1,25,2018,59.810251,30.370387
"Россия, Санкт-Петербург, Парашютная улица, 36к1",62.0,19/24,9752,6700000,2,,2018,60.027494,30.253974
"Россия, Санкт-Петербург, улица Добровольцев, 54",31.0,8/9,14072,3500000,1,9,1970,59.828007,30.16708
"Россия, Санкт-Петербург, 9-я линия Васильевского острова, 74",35.0,2/6,11775,4750000,1,5,1909,59.947464,30.269704
"Россия, Санкт-Петербург, 2-я Советская улица, 4А",39.3,7/9,10837,9150000,1,5,1862,59.932919,30.365644
"Россия, Санкт-Петербург, Приморский проспект, 65",101.0,3/16,9660,22900000,3,25,2007,59.983067,30.26859
"Россия, Санкт-Петербург, улица Солдата Корзуна, 5",60.0,9/9,6412,5300000,3,,,59.830725,30.219614
"Россия, Санкт-Петербург, Невский проспект, 124",68.0,4/4,7596,10300000,3,4,1890,59.930742,30.364916
"Россия, Санкт-Петербург, Комендантский проспект, 60к1",48.1,5/19,6924,5585000,2,28,2017,60.035351,30.225614
"Россия, Санкт-Петербург, Ириновский проспект, 25",57.5,3/9,6614,4750000,3,,,59.95598,30.474043
"Россия, Санкт-Петербург, Кушелевская дорога, 7к3",56.0,12/25,14810,8500000,2,24,2016,59.988599,30.377448
"Россия, Санкт-Петербург, Арцеуловская аллея, 23к1",36.0,8/21,9236,4340000,1,21,2017,60.042415,30.224716
"Россия, Санкт-Петербург, проспект Ветеранов, 112",32.0,1/9,10390,4200000,1,9,1969,59.831462,30.200201
"Россия, Санкт-Петербург, Варшавская улица, 19к2",25.0,15/17,8162,3950000,0,17,2004,59.873166,30.312634
"Россия, Санкт-Петербург, Комендантский проспект, 67",32.3,6/14,6805,3900000,1,25,2017,60.03771,30.225578
"Россия, Санкт-Петербург, Туристская улица",43.5,16/25,11070,6500000,1,25,2009,59.99701,30.208088
"Россия, Ленинградская область, Всеволожский район, Мурино, Графская улица, 8",31.6,16/17,8287,3600000,1,18,2017,60.063563,30.431293
"Россия, Санкт-Петербург, Пушкинский район, посёлок Шушары, Первомайская улица, 15",61.0,8/20,10691,5690000,2,19,2010,59.807034,30.377564
"Россия, Санкт-Петербург, Пискарёвский проспект, 1",123.0,5/9,10950,20900000,3,15,2016,59.957584,30.405511
"Россия, Санкт-Петербург, проспект Солидарности, 1к3",56.1,2/10,8909,5399000,2,12,1985,59.926855,30.481787
"Россия, Санкт-Петербург, проспект Непокорённых, 50, подъезд 1",44.0,5/5,11170,4500000,2,5,1960,59.99526,30.390168
"Россия, Санкт-Петербург, улица Вавиловых, 13к2",51.0,9/9,10481,4790000,2,9,1968,60.021317,30.393554
"Россия, Санкт-Петербург, улица Ушинского, 4к3",97.6,3/16,13931,14600000,3,16,2007,60.030074,30.402268
"Россия, Санкт-Петербург, Пушкинский район, Павловск, улица Васенко, 15",33.8,5/8,9333,1420000,1,4,2016,59.68375,30.435964
"Россия, Санкт-Петербург, проспект Юрия Гагарина, 26к5",46.0,3/5,10577,4950000,2,5,1963,59.855308,30.341946
"Россия, Санкт-Петербург, посёлок Парголово, жилой комплекс Парнас",58.0,2/21,7814,7450000,2,21,2005,60.070828,30.321357
"Россия, Санкт-Петербург, улица Маршала Захарова, 18к2",116.0,1/8,8393,13500000,4,9,2009,59.859488,30.170512
"Россия, Санкт-Петербург, проспект Энгельса, 50, подъезд 1",121.0,2/7,16283,14300000,3,7,1998,60.012489,30.321698
"Россия, Санкт-Петербург, улица Маршала Казакова, 68к1, подъезд 13",40.5,3/15,8518,4050000,1,25,2012,59.865058,30.17918
"Россия, Санкт-Петербург, Народная улица, 47",46.0,3/5,9428,4100000,2,,,59.88176,30.474861
"Россия, Санкт-Петербург, Пушкин, Оранжерейная улица, 51А",43.9,2/5,8016,4600000,2,5,1966,59.724437,30.416533
"Россия, Санкт-Петербург, улица Солдата Корзуна, 3к2",33.5,9/9,6623,4150000,1,9,1969,59.831051,30.217
"Россия, Санкт-Петербург, Сестрорецк, улица Николая Соколова, 36",116.9,1/4,6711,8282000,2,4,2007,60.053296,30.006488
"Россия, Санкт-Петербург, Индустриальный проспект, 29к2",51.4,8/9,6509,5800000,1,13,2006,59.950596,30.476747
"Россия, Санкт-Петербург, Пушкинский район, Павловск, Берёзовая улица, 6",31.0,2/5,13418,3350000,1,4,1962,59.686166,30.436745
"Россия, Санкт-Петербург, Бармалеева улица, 10",50.0,4/6,13231,7500000,2,5,1902,59.964106,30.305978
"Россия, Санкт-Петербург, Тимуровская улица, 4к1",32.0,9/9,6124,3800000,1,,,60.04654,30.393015
"Россия, Санкт-Петербург, улица Ушинского, 2к1",41.6,13/16,8651,7150000,1,16,2008,60.028779,30.403112
"Россия, Санкт-Петербург, Пушкинский район, посёлок Шушары, Вилеровский переулок, 8",33.0,23/25,7457,3500000,1,25,2017,59.810962,30.360434
"Россия, Санкт-Петербург, улица Костюшко, 54",42.0,5/5,14702,4200000,3,5,1964,59.84527,30.305403
"Россия, Ленинградская область, Всеволожский район, Заневское городское поселение, Кудрово, жилой комплекс Новый Оккервиль",50.0,1/9,9854,4950000,2,,,59.914899,30.508952
