adress,area,floor,?,price,rooms,floors_total,year,latitude,longitude
"Санкт-Петербург, Полюстровский проспект, 29, Финляндский округ, Санкт-Петербург",32.0,5/5,5802,3249999,1,5,1963,59.966926,30.399843
"Санкт-Петербург, Глухая Зеленина улица, 6, Чкаловское, Санкт-Петербург",114.2,5/5,309,25997007,3,11,2015,59.964147,30.282936
"Санкт-Петербург, Пионерская улица, 50, Петровский округ, Санкт-Петербург",92.0,8/11,3468,17000000,3,14,2012,59.963539,30.273171
"Гражданский пр-кт, 114к6, № 21, Санкт-Петербург",110.0,9/10,1030,17900000,3,10,2008,60.004735,30.390123
"Санкт-Петербург, проспект Ветеранов, 169к3, Сосновая поляна, Санкт-Петербург",31.5,11/12,2611,3950000,1,13,2016,59.839565,30.114708
"Россия г Санкт-Петербург, г Павловск, ул Горная, д. 10, Павловск, Санкт-Петербург",51.8,2/5,1858,3800000,2,5,1975,59.664817,30.412248
"Санкт-Петербург, Измайловский проспект, 16/30, Измайловское округ, Санкт-Петербург",57.3,4/7,5804,7200000,3,7,1911,59.911448,30.308232
"Санкт-Петербург, Караваевская улица, 28к1, Рыбацкое, Санкт-Петербург",33.3,10/27,4185,4590000,1,27,2010,59.832114,30.510048
"Санкт-Петербург, 1-я Утиная ул. 28, Коломяги, Санкт-Петербург",69.1,7/7,3469,12100000,2,8,2008,60.033656,30.299384
"Санкт-Петербург, 1-й Предпортовый проезд, 14, Новоизмайловское, Санкт-Петербург",38.4,2/16,311,5100000,1,18,2015,59.842264,30.306355
"Санкт-Петербург, проспект Обуховской Обороны, 28, Невская застава, Санкт-Петербург",162.3,3/3,4966,24400000,3,3,1917,59.907992,30.415851
"Санкт-Петербург, Вёсельная улица, 5, Гавань, Санкт-Петербург",52.0,1/5,1031,7200000,2,5,1910,59.929596,30.245018
"Россия г Санкт-Петербург, пр-кт Индустриальный, д. 28, Пороховые, Санкт-Петербург",63.0,11/12,1861,6500000,3,12,1981,59.949487,30.471887
"Санкт-Петербург, Елагинский проспект, 42, № 65, Санкт-Петербург",53.9,7/10,2615,5800000,2,10,1995,60.007524,30.233403
"Санкт-Петербург, Кронштадтская улица, 26, Автово, Санкт-Петербург",57.4,5/5,5805,6500000,2,5,1958,59.866644,30.258295
"Санкт-Петербург, Большой Казачий переулок, 4, Семёновский, Санкт-Петербург",26.0,4/6,4195,3350000,0,7,1914,59.923284,30.328346
"Санкт-Петербург, улица Тельмана, 36к1, № 54, Санкт-Петербург",62.5,8/9,3471,4900000,3,9,1969,59.893642,30.487788
"Санкт-Петербург, Московский проспект, 202, Московская застава, Санкт-Петербург",50.0,6/10,313,7990000,2,10,1953,59.859565,30.322022
"Санкт-Петербург, Стародеревенская улица, 21к1, № 65, Санкт-Петербург",40.0,10/16,4978,5200000,1,16,2005,59.996749,30.244389
"Санкт-Петербург, Байконурская улица, 24, Озеро Долгое, Санкт-Петербург",70.0,8/20,1040,8700000,2,20,2008,60.013969,30.2791
"Санкт-Петербург, территория Усть-Славянка, Заводская улица, 15, Рыбацкое, Санкт-Петербург",32.0,6/24,2618,3150000,1,25,2018,59.831087,30.545037
"Санкт-Петербург, улица Сикейроса, 7к1, Сосновское, Санкт-Петербург",60.0,5/9,1863,6000000,3,9,1978,60.034407,30.32628
"посёлок Мурино, Всеволожский район, Ленинградская область, Оборонная улица, 22, Санкт-Петербург",57.5,4/10,3473,4500000,2,10,1993,60.044985,30.465869
"Санкт-Петербург, проспект Культуры, 26к1, № 15, Санкт-Петербург",34.0,4/9,5806,4100000,1,9,1976,60.041629,30.373495
"Санкт-Петербург, проспект Королёва, 65, Коломяги, Санкт-Петербург",85.6,24/24,4199,10665000,3,25,2011,60.03354,30.242036
"Санкт-Петербург, Фурштатская улица, 13, подъезд 1, Литейный округ, Санкт-Петербург",51.0,4/5,4979,11500000,2,5,1879,59.945116,30.354064
"Центральный р-н, 9-я Советская ул., д.5, Смольнинское, Санкт-Петербург",155.1,4/9,1047,49300000,3,6,1906,59.938189,30.37195
"Народного Ополчения пр-кт, 10, Княжево, Санкт-Петербург",50.0,20/25,314,6800000,1,,,59.850156,30.282154
"Санкт-Петербург, улица Пинегина, 15, Невская застава, Санкт-Петербург",44.0,2/5,2619,4200000,2,5,1959,59.895416,30.416632
"Малая Зеленина ул, 1/22, Чкаловское, Санкт-Петербург",80.0,9/10,1864,38500000,2,10,2016,59.962435,30.282657
"Санкт-Петербург, проспект Героев, 18, Южно-Приморский округ, Санкт-Петербург",38.3,14/19,4201,4999000,1,23,2017,59.939095,30.315868
"Санкт-Петербург, Малый проспект Васильевского острова, 64к1, Гавань, Санкт-Петербург",102.0,4/8,5808,19900000,3,10,2016,59.939951,30.250812
"Санкт-Петербург, Софийская улица, 28, № 72, Санкт-Петербург",32.0,11/17,3474,3950000,0,18,2010,59.843584,30.435497
"Санкт-Петербург, Краснопутиловская улица, 106, Пулковский меридиан, Санкт-Петербург",51.0,3/5,1056,5850000,2,5,1973,59.787284,30.302789
"Народного Ополчения пр-кт, 185, Ульянка, Санкт-Петербург",58.5,3/5,4983,4450000,3,5,1968,59.824855,30.212984
"Санкт-Петербург, Октябрьская набережная, 70к4, Народный, Санкт-Петербург",93.1,5/9,315,11200000,3,9,1998,59.875741,30.460497
"Санкт-Петербург, улица Кораблестроителей, 29к1, Остров Декабристов, Санкт-Петербург",71.0,7/9,2622,8800000,3,,,59.95238,30.219209
"Санкт-Петербург, Петродворцовый район, посёлок Стрельна, Санкт-Петербургское шоссе, 82, Петергоф, Санкт-Петербург",77.4,3/3,1866,7450000,3,3,1953,59.867837,29.976637
"Санкт-Петербург, Замшина улица, 66, Пискарёвка, Санкт-Петербург",29.7,4/5,4205,3400000,1,5,1964,59.983626,30.408628
"Большая Конюшенная ул, 1, Дворцовый округ, Санкт-Петербург",117.0,3/4,3476,24900000,3,4,1849,59.941029,30.324151
"Санкт-Петербург, Исполкомская улица, 17, Смольнинское, Санкт-Петербург",109.6,4/9,5810,18000000,3,10,2018,59.9303,30.38352
"Ленинградская область, Всеволожский район, посёлок Мурино, улица Шувалова, 16/9, Санкт-Петербург",31.7,4/17,1060,3500000,1,20,2015,60.056795,30.429325
"Санкт-Петербург, 3-я Советская улица, 7, Смольнинское, Санкт-Петербург",109.0,3/6,316,15850000,4,6,1904,59.93218,30.369471
"Детская ул., д.18, литер А, Гавань, Санкт-Петербург",41.0,6/9,4985,7000000,1,9,2012,59.93034,30.2488
"Санкт-Петербург, улица Димитрова, 41к1, подъезд 2, № 75, Санкт-Петербург",39.0,2/10,2623,4999999,0,20,2007,59.851173,30.398289
"Санкт-Петербург, улица Демьяна Бедного, 30к4, Северный, Санкт-Петербург",45.0,5/5,5812,4100000,2,5,1971,60.049393,30.388479
"Санкт-Петербург, Пушкинский район, посёлок Шушары, Новгородский проспект, 6А, Пушкин, Санкт-Петербург",38.6,25/25,1063,4200000,1,26,2017,59.809912,30.369345
"Санкт-Петербург, Рузовская улица, 33, Семёновский, Санкт-Петербург",103.0,3/3,3478,16000000,4,3,1971,59.91429,30.33078
"Санкт-Петербург, проспект Юрия Гагарина, 21, Московская застава, Санкт-Петербург",76.0,3/7,1867,10000000,3,7,1956,59.861187,30.335056
"Санкт-Петербург, Пушкинский район, посёлок Шушары, Московское шоссе, 272, Пушкин, Санкт-Петербург",32.0,4/6,4207,2950000,1,6,2012,59.756102,30.473873
"Санкт-Петербург, Октябрьская набережная, 126к2, Народный, Санкт-Петербург",67.0,13/17,317,7200000,2,17,2010,59.85947,30.505071
"Санкт-Петербург, Петергофское шоссе, 45, Южно-Приморский округ, Санкт-Петербург",73.0,7/8,4987,10500000,3,20,2012,59.848077,30.152869
"Санкт-Петербург, улица Маршала Казакова, 50к1, Южно-Приморский округ, Санкт-Петербург",33.4,1/18,2626,3999000,1,25,2010,59.861236,30.197497
"Санкт-Петербург, улица Васи Алексеева, 7, Автово, Санкт-Петербург",58.0,4/5,5821,5750000,2,5,1958,59.878134,30.268976
"Санкт-Петербург, Ленинский проспект, 57к2, Южно-Приморский округ, Санкт-Петербург",80.5,8/17,3479,7500000,3,17,2010,59.860667,30.174213
"Санкт-Петербург, Комендантский проспект, 60к1, Коломяги, Санкт-Петербург",41.0,12/25,1067,5150000,1,28,2017,60.035351,30.225614
