adress,area,floor,price,rooms,floors_total,year,latitude,longitude
"Самара, поселок 113-й километр, Липяговская улица, 7, Куйбышевский, Самара, Самарская область",41.0,4/5,1720000,2,5,1981,53.103832,50.032092
"Самара, Воронежская улица, 36, Промышленный, Самара, Самарская область",71.5,1/2,2490000,4,2,1951,53.223333,50.246664
"Самара, Красноармейская улица, 125А, Железнодорожный, Самара, Самарская область",43.0,3/5,2250000,2,5,1965,53.186744,50.123046
"Галактионовская улица, 2, Самарский, Самара, Самарская область",66.1,6/16,4600000,2,,1,53.18179,50.094893
"мкр. Крутые Ключи, ул. Е. Золотухина, д.5, Красноглинский, Самара, Самарская область",31.0,2/3,1500000,1,3,2012,53.314826,50.30783
"Самара, Садовая улица, 68, Самарский, Самара, Самарская область",34.0,2/2,1500000,3,2.0,1933.0,53.141752,50.003615
"Самара, Советская улица, 37, Кировский, Самара, Самарская область",19.0,2/3,950000,1,3,1954,53.163843,50.382704
"ул Физкультурная, 23, Советский, Самара, Самарская область",32.0,5/5,1500000,1,5,1960,53.209363,50.246466
"Самара, улица Тухачевского, 24, Железнодорожный, Самара, Самарская область",70.0,3/9,4000000,3,10,1991,53.186987,50.140887
"Гастелло 46, Октябрьский, Самара, Самарская область",42.8,5/14,3100000,1,17,2013,53.222724,50.195235
"Самара, улица Санфировой, 99, Октябрьский, Самара, Самарская область",71.0,11/15,6500000,2,17,2015,53.221565,50.19272
"Самара, Партизанская улица, 171В, Советский, Самара, Самарская область",52.4,2/10,2990000,2,5,1966,53.187154,50.197472
"ул. Г. Димитрова, д. 74А, Кировский, Самара, Самарская область",41.6,14/16,1750000,1,5,1970,53.251622,50.230889
"Самара, 6-я просека, 155, Промышленный, Самара, Самарская область",41.4,2/16,3300000,1,16,2006,53.244941,50.189396
"Победы 8 б, Советский, Самара, Самарская область",44.5,2/5,2500000,2,5,1972,53.204563,50.227143
"Самарская область,Самара,Октябрьский район,3-я просека,250, Октябрьский, Самара, Самарская область",81.0,9/17,5790000,2,17,2007,53.233764,50.180044
"Самарская область,Самара,Промышленный район,Теннисная улица,29, Промышленный, Самара, Самарская область",19.0,4/5,1250000,1,5,1976,53.215559,50.272733
"Василевского 3, Красноглинский, Самара, Самарская область",30.0,1/3,1520000,1,3,2014,53.310694,50.310399
"Самара, Ново-Садовая улица, 13, Октябрьский, Самара, Самарская область",74.0,4/4,4600000,3,4,1958,53.235429,50.053454
"Самара, улица Тухачевского, 40А, Железнодорожный, Самара, Самарская область",51.0,8/25,2300000,1,12,1985,53.189706,50.148199
"ул. 6-я просека, д. 56, Октябрьский, Самара, Самарская область",115.6,2/4,7810900,3,5,2017,53.259811,50.189423
"Самара, улица Мяги, 26, Железнодорожный, Самара, Самарская область",56.0,1/5,2847000,3,5,1965,53.19885,50.170477
"Мичурина ул, 48, Октябрьский, Самара, Самарская область",59.0,8/9,3500000,3,9,1972,53.201364,50.133997
"ул Воеводина, 20, Кировский, Самара, Самарская область",51.0,3/5,2150000,2,5,1975,53.233592,50.298074
"ул Нефтяников, 22А, Куйбышевский, Самара, Самарская область",75.0,3/4,3950000,3,4,1958,53.115541,50.082739
"Самара, Ленинская улица, 217, Ленинский, Самара, Самарская область",116.3,9/9,10250000,3,1,1917,53.19939,50.118115
"Самара, Черемшанская улица, 137, Кировский, Самара, Самарская область",65.5,4/9,4450000,3,9,1986,53.23571,50.250715
"Самара, Московское шоссе, 51, Октябрьский, Самара, Самарская область",48.0,5/17,2590000,1,16,2013,53.223711,50.192244
"Россия, Самарская область, Самара, Белорусская ул, 135, Куйбышевский, Самара, Самарская область",47.4,4/10,1889500,1,10,2011,53.142049,50.040294
"Юных Пионеров пр-кт, 61, Промышленный, Самара, Самарская область",18.0,3/5,950000,1,5,1969,53.217624,50.231365
"Самара, улица Маршала Устинова, 5, Красноглинский, Самара, Самарская область",35.0,3/3,1550000,1,3,2011,53.320861,50.312663
"Самара, проспект Карла Маркса, 410А, Кировский, Самара, Самарская область",45.0,7/9,2400000,2,1,1968,53.244957,50.245657
